yt_id,start_seconds,end_seconds,positive_labels,downloaded
T01YxqCqIvE, 20.000, 30.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
T0mra_podsE, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
T1R7ULynwCo, 40.000, 50.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
T1S0lh0e-Qc, 0.000, 4.000,"['/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
T2KH6KEVFL0, 160.000, 170.000,"['/m/04qvtq', '/m/09x0r', '/t/dd00128']",True
T3Mt2LGjobk, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
T3aN_kf-h2E, 110.000, 120.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
T4f8ejjoNYg, 200.000, 210.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/09x0r', '/t/dd00128']",True
T4zvC_6Dxq4, 30.000, 40.000,['/m/04qvtq'],True
T5DLMHxhsIM, 5.000, 15.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
T5PnqiPh5Rw, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
T5m4DHQbGeQ, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9']",True
T6FQBJJxk1M, 380.000, 390.000,"['/m/04qvtq', '/m/0k4j']",True
T6OWiP1Bew4, 5.000, 15.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
T6nJKKsh0Qk, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
T7B1vCL9DZA, 11.000, 21.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
T7XC1VsVYUk, 90.000, 100.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
T7gDMCDAzhA, 100.000, 110.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
T8U2iWzguS8, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
T8e-mKj2rtM, 20.000, 30.000,"['/m/012ndj', '/m/07yv9', '/t/dd00066']",True
T8m86Vc_u-M, 320.000, 330.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
T9ZcXb-lYEE, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
T9mdsRhPlmY, 1.000, 11.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
T9yUBSluQT8, 20.000, 30.000,"['/m/012n7d', '/m/09x0r']",True
TAUtGPkYjM0, 120.000, 130.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/09x0r']",True
TAaezZt7uR8, 50.000, 60.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
TBVIR9twaKc, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
TBhbEn20dLs, 120.000, 130.000,"['/m/03j1ly', '/m/04qvtq', '/m/09x0r']",True
TCEkWvQKWtQ, 170.000, 180.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TCxd__aMAJA, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TD_x17oGZUY, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9']",True
TDpdTdu09fg, 30.000, 40.000,"['/m/012ndj', '/m/07yv9']",True
TEORFLpoZuA, 500.000, 510.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TEy6U03WIQg, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TF8gtAeu_lE, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
TFO_mJThKyc, 70.000, 80.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TF_wRyiAdEQ, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
TFyUg2-tquc, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9', '/m/0k4j']",False
TGEjZvm6gfY, 60.000, 70.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
TGwxnxvq8d0, 120.000, 130.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
THj6WMxyCyA, 80.000, 90.000,"['/m/012f08', '/m/03j1ly', '/m/03kmc9', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
THm-c9XQxiw, 290.000, 300.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/05x_td', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
THwLSVz8mJA, 10.000, 20.000,"['/m/012ndj', '/m/03kmc9', '/m/07r04', '/m/07yv9']",False
TIJvY634Hi0, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
TIgHqpvmG9s, 30.000, 40.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
TItRLdF-rOc, 30.000, 40.000,"['/m/012ndj', '/m/01bjv']",True
TJW2MTRwHss, 70.000, 80.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TJ_7iTquH-I, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
TJaV4jOuXZA, 60.000, 70.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
TKM0tBX4OWg, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']",False
TKTyaxv1d3o, 24.000, 34.000,"['/m/012ndj', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9']",True
TKwdUSD8Mdo, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
TLHpElIQUsg, 350.000, 360.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
TMCdBE8U8Ww, 0.000, 9.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r']",True
TMj00-mVkYc, 130.000, 140.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TMzA9HVnoEo, 8.000, 18.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
TN81pnuMK04, 60.000, 70.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TNaVxhI66DI, 130.000, 140.000,"['/m/04qvtq', '/m/07yv9']",True
TNugH2zbR3k, 30.000, 40.000,"['/m/04qvtq', '/m/07rknqz', '/m/07yv9', '/m/0k4j']",True
TOHTurJBuTg, 2.000, 12.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j', '/t/dd00134']",False
TOMideCnGGU, 70.000, 80.000,"['/m/03j1ly', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/t/dd00128']",True
TOOb8eBP_uI, 40.000, 50.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
TTqDCXIFn3M, 90.000, 100.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
TU269Rxtq1A, 10.000, 20.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
TUMoTjRKVgc, 40.000, 50.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
TUYqXMy2hpo, 30.000, 40.000,"['/m/012f08', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
TW8s448tias, 20.000, 30.000,['/m/04qvtq'],True
TWl9cBKQIr4, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TXI7PqTjSu8, 6.000, 16.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TYIB8F4YWls, 30.000, 40.000,"['/m/012n7d', '/m/012ndj']",True
TYXdgpp1M4g, 30.000, 40.000,['/m/04qvtq'],True
TYcfOi9qgyM, 30.000, 40.000,"['/m/012n7d', '/m/02mfyn', '/m/03j1ly', '/m/03kmc9']",True
TZNP9FbgrhI, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
TZPHqJ9SAeI, 30.000, 40.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/0k4j']",True
T_fmbz15Ehk, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
TcfyG-kLP_k, 28.000, 38.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
TchSJHUQ_6w, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TddlhajXXDQ, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
TdfcquNaufw, 30.000, 40.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Te_2pGGrHrU, 540.000, 550.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
TfCaXZAya04, 21.000, 31.000,"['/m/04qvtq', '/m/07yv9']",True
TfYc-eh6cxQ, 29.000, 39.000,"['/m/03kmc9', '/m/04qvtq', '/m/07yv9']",True
The-0EGbHbY, 30.000, 40.000,"['/m/012n7d', '/m/012ndj']",True
TipoeFCyJ2k, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/0gvgw0']",True
TjSCb62no8E, 210.000, 220.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TkWpyw3VipM, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Tl6UiJDR4yk, 80.000, 90.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
Tmk6ZQcumY8, 50.000, 60.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04']",True
TpuQWDHu-Rs, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
Tq22NXxZoJc, 30.000, 40.000,"['/m/012n7d', '/m/07yv9']",True
Tq7ROdwiijo, 30.000, 40.000,['/m/012ndj'],True
TqQDxHBHeuw, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Ts4msDXo99A, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
Ttacco3dsOU, 12.000, 22.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
TtxJ2nKQWtQ, 30.000, 40.000,['/m/04qvtq'],True
TuZRW40rRHA, 30.000, 40.000,"['/m/012ndj', '/m/03kmc9']",True
TuehC_eZwXQ, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/07yv9']",True
Tuknjurgd4w, 7.000, 17.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
Tv36SgYj0Q8, 0.000, 10.000,"['/m/012n7d', '/m/07yv9', '/m/0k4j', '/t/dd00128']",True
Tvxxs1RBsmU, 130.000, 140.000,"['/m/012n7d', '/m/04_sv', '/m/07yv9', '/m/09x0r']",True
TwTqsH5EgzM, 30.000, 40.000,['/m/012n7d'],True
TwbNx-RRueQ, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
TwvuJog3s2k, 24.000, 34.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/t/dd00066']",False
TxPRX0NbL9E, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/t/dd00066']",True
TyAoM27k4ng, 30.000, 40.000,"['/m/012n7d', '/m/012ndj']",True
Tyc1AOIw-DY, 80.000, 90.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/05x_td', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
Tz8EkxZxSUk, 14.000, 24.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
U-1XQmg6Dp0, 0.000, 10.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9']",True
U-9KWEV5-PY, 30.000, 40.000,"['/m/012ndj', '/m/03kmc9']",True
U1-KCjwKVyw, 10.000, 20.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
U1clDmur6BA, 480.000, 490.000,"['/m/04qvtq', '/m/09x0r']",True
U279xbHLpBM, 50.000, 60.000,['/m/04qvtq'],True
U29V2-PZCo0, 4.000, 14.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
U45V5-lD6iA, 40.000, 50.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0btp2']",True
U4DYQZ9Pb6o, 19.000, 29.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
U4sg_xeniyM, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
U57gPymFTbc, 40.000, 50.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
U7pPcHxpjgE, 0.000, 10.000,"['/m/03j1ly', '/m/07r04', '/m/07yv9']",True
U8M-vlhq6LU, 70.000, 80.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
U8lcb3Q3-TQ, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']",True
U9Lcvj0xWQI, 120.000, 130.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
U9v3jE534-A, 18.000, 28.000,"['/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
U9zpDqBcwzo, 19.000, 29.000,"['/m/012n7d', '/m/09x0r']",True
UA4diGS8BXY, 240.000, 250.000,"['/m/012n7d', '/m/03kmc9', '/m/04qvtq']",True
UAj7DV_KOko, 30.000, 40.000,"['/m/012n7d', '/m/012ndj']",True
UAk6tIIx9Vk, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
UAqSmErr7Wg, 420.000, 430.000,"['/m/012f08', '/m/012ndj', '/m/07r04', '/m/07yv9']",True
UBVyy6hJih4, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/m/0k4j']",True
UBZCp8vChnE, 20.000, 30.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UBnUKWn4-dk, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UE1r_tSn29s, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
UE4yPXplki4, 10.000, 20.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",False
UEKDkRAiel0, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/07yv9']",True
UEMwUub78Ew, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UEVauPbOgas, 280.000, 290.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UFEgYB4MxCo, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j', '/t/dd00134']",False
UH6Dn-uyZp4, 0.000, 9.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UHjbitDnEyI, 0.000, 10.000,"['/m/03kmc9', '/m/04qvtq', '/m/04rlf']",True
UHt-oSVZehs, 90.000, 100.000,"['/m/04qvtq', '/m/04rlf']",True
UIEtfQvn0gY, 270.000, 280.000,"['/m/03j1ly', '/m/04qvtq', '/m/04rlf', '/m/09x0r']",True
UJIgTFUfGOM, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UKDK1nHwHgo, 200.000, 210.000,"['/m/04qvtq', '/m/07yv9', '/m/09x0r']",True
UMkUoPA9zkA, 30.000, 40.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/07yv9']",True
UNf4gdzoebk, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UNoqnjJ8IlM, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UOqx6m8Y3n8, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UPHb-yeLG58, 30.000, 40.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
UPTA2rP7aHs, 260.000, 270.000,"['/m/03j1ly', '/m/09x0r']",False
UPZGEmrkW1E, 30.000, 40.000,"['/m/02rhddq', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
UPciUiZ9EDQ, 40.000, 50.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UPe9yqmKYQg, 30.000, 40.000,"['/m/03j1ly', '/m/07yv9', '/m/0k4j']",True
UPghcuyQmb4, 30.000, 40.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9']",True
UPupSMJx8kY, 6.000, 16.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
UQAYNGk21kc, 0.000, 3.000,"['/m/012ndj', '/m/02mk9', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9', '/t/dd00066', '/t/dd00067']",True
UQLBnUJ_ApI, 30.000, 40.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
URops_n30BA, 60.000, 70.000,"['/m/03j1ly', '/m/04qvtq', '/m/09x0r']",True
USa4YyGMtvU, 30.000, 40.000,"['/m/04qvtq', '/m/04rlf']",True
USi-AqySbzU, 30.000, 40.000,['/m/012ndj'],True
USs_MQ4mKUo, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/07yv9']",True
UUqzbuZo550, 14.000, 24.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UUvkYu-wAfg, 30.000, 40.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r']",True
UVg93R2_J0w, 6.000, 16.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']",True
UWXz4so_wlo, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/07yv9', '/m/09x0r', '/m/0k4j']",False
UXZ7V8RKa9Q, 28.000, 38.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UYKjZsjGCeE, 10.000, 20.000,"['/m/012ndj', '/m/07yv9', '/t/dd00128']",True
UYsQCoHjhEY, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UZaIHIz7V3Y, 30.000, 40.000,"['/m/012ndj', '/m/07yv9', '/t/dd00128']",True
UZaNbnuisf4, 80.000, 90.000,['/m/012ndj'],True
UZbNIRNjark, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9']",True
U_XABjbZ0Bk, 480.000, 490.000,"['/m/012ndj', '/m/07yv9', '/m/09x0r']",True
Ua3oTO67k08, 270.000, 280.000,"['/m/012f08', '/m/012n7d', '/m/03j1ly', '/m/07yv9', '/m/0k4j']",False
UalRZOgWkW4, 60.000, 70.000,['/m/03j1ly'],True
Ub1LxncbcCA, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
UbfsRqkq4fA, 9.000, 19.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9', '/t/dd00066']",True
UeGA491vTmg, 6.000, 16.000,"['/m/04qvtq', '/m/07yv9', '/m/0k4j']",False
UgUBjkQAOH4, 10.000, 20.000,"['/m/012n7d', '/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
UgzYJDUbTPo, 270.000, 280.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UhgqYfe86lQ, 90.000, 100.000,['/m/04qvtq'],True
UiSil-toj2E, 240.000, 250.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
UilhYwCud9g, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq', '/m/0k4j']",True
Ujxt9qtjLk4, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
Uk8RKvkCwQw, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9']",True
UlS86X61_SM, 300.000, 310.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
UlW6ZsYirQk, 160.000, 170.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
UmoB8RK8yKs, 6.000, 16.000,['/m/012ndj'],True
UnMrFmIxIwg, 10.000, 20.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
Unt_WsHPhfA, 390.000, 400.000,"['/m/012f08', '/m/03j1ly', '/m/04qvtq', '/m/07r04', '/m/07yv9', '/m/0btp2', '/m/0k4j']",True
UnyMSrmNSrs, 30.000, 40.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
Uo0-pYjPDXY, 90.000, 100.000,"['/m/012ndj', '/m/03j1ly', '/m/07yv9']",True
Uo1_peJXFKM, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UoN4BxSrNsQ, 30.000, 40.000,"['/m/03kmc9', '/m/04qvtq']",True
UpTsD1OggSo, 30.000, 40.000,['/m/012ndj'],True
UpWnmFaoOsg, 20.000, 30.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
Uq3wpgysO3s, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/07yv9']",True
UqIeVO0pnPM, 40.000, 50.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Ur-Jm48h6ok, 25.000, 35.000,"['/m/012ndj', '/m/07r04', '/m/07yv9']",True
UrLA4ZwhtEI, 10.000, 20.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UrffQ5HsujE, 30.000, 40.000,"['/m/04qvtq', '/m/0k4j']",True
UsVNrsw0f8k, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
Ut6TNzv8KKU, 10.000, 20.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UtLMUC6IFYU, 30.000, 40.000,"['/m/012ndj', '/m/04rlf', '/m/09x0r']",True
Utqh2M80nJM, 40.000, 50.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
UwN-dmZrwvE, 20.000, 30.000,"['/m/012n7d', '/m/04qvtq']",True
UwfVISb_PxA, 0.000, 10.000,"['/m/012f08', '/m/03j1ly', '/m/07yv9', '/m/0btp2', '/m/0k4j']",True
UxWiTwlMLAk, 60.000, 70.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
Ux_GkO66GYM, 140.000, 150.000,['/m/012ndj'],True
Uxe-6s7__wA, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
UzS5M53Mwx8, 80.000, 90.000,"['/m/012f08', '/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/0k4j']",True
V-nnCMw6VCM, 70.000, 80.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
V0ACRTG8gKY, 140.000, 150.000,"['/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
V0RobaTC4BA, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
V1-V5jATr5w, 0.000, 10.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
V10m3toMUus, 0.000, 10.000,"['/m/03j1ly', '/m/07yv9', '/m/09x0r', '/m/0btp2']",True
V1YSQl_VkAk, 19.000, 29.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/07yv9']",True
V1z9W8CYFb0, 340.000, 350.000,"['/m/012ndj', '/m/07yv9', '/m/09x0r', '/t/dd00128']",False
V35s13uOKuo, 30.000, 40.000,"['/m/04qvtq', '/m/04rlf', '/m/07yv9']",True
V5tPHcz3eSE, 14.000, 24.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/068hy', '/m/07qf0zm', '/m/07r_k2n', '/m/07yv9', '/m/0bt9lr', '/m/0jbk']",True
V5vtM1a7ato, 20.000, 30.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",False
V6JZ36ojQkc, 30.000, 40.000,['/m/04qvtq'],True
V6YxeRX8rvQ, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq', '/m/07yv9', '/m/09x0r', '/m/0k4j']",False
V6friG58WG0, 150.000, 160.000,"['/m/012ndj', '/m/07yv9']",True
V7IM5ELcf-c, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9', '/m/0gvgw0', '/t/dd00067']",True
V8BmT2xUYhQ, 30.000, 40.000,"['/m/04qvtq', '/m/07yv9']",False
V8VQAf0icP8, 40.000, 50.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
V8k-VjM3bKY, 17.000, 27.000,"['/m/02mfyn', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
V8oPslFLJ0Q, 19.000, 29.000,"['/m/03kmc9', '/m/04qvtq']",True
V9-UwN59Atw, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
V90vfoGo6hg, 180.000, 190.000,"['/m/012ndj', '/m/03kmc9', '/m/07yv9']",True
V9JNjV6gFVg, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
V9N_ZM5Xz4w, 290.000, 300.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9', '/m/07r04', '/m/07yv9']",True
V9ToaPOmyK8, 30.000, 40.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
V9_JjVLW0CM, 50.000, 60.000,"['/m/012ndj', '/m/03j1ly', '/m/04qvtq', '/m/09x0r', '/t/dd00128']",False
VA6lpY0aWis, 20.000, 30.000,"['/m/012ndj', '/m/03j1ly', '/m/07r04', '/m/07yv9']",True
VAU2SZynoCQ, 0.000, 10.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
VAWd9KB2arA, 30.000, 40.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
VAc-IXwrfzU, 5.000, 15.000,"['/m/03kmc9', '/m/04qvtq', '/m/09x0r']",False
VB4c0CyEZCc, 14.000, 24.000,"['/m/012ndj', '/m/03j1ly', '/m/03kmc9']",True
VB8VoADbaTE, 13.000, 23.000,"['/m/012ndj', '/m/07yv9']",True
VBDQPd5R1W4, 1.000, 11.000,"['/m/012ndj', '/m/04rlf', '/m/09x0r']",True
VBE7ytqAXuI, 19.000, 29.000,"['/m/012ndj', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9']",True
VBNnGF_8OHs, 0.000, 10.000,"['/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",True
VCEicqV_2Xw, 30.000, 40.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9']",True
