yt_id,start_seconds,end_seconds,positive_labels,downloaded
Mls0tzvQpzQ, 340.000, 350.000,"['/m/07pp_mv', '/m/0c3f7m']",False
UHaR998-glU, 130.000, 140.000,"['/m/02mk9', '/m/04_sv', '/m/07qnq_y', '/m/07yv9', '/t/dd00066']",True
rEXQkN_WtIg, 150.000, 160.000,"['/m/01y3hg', '/m/09x0r', '/t/dd00125']",False
G9GvbGl96dA, 550.000, 560.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr']",True
R7vd7_B0iMU, 30.000, 40.000,"['/m/02mk9', '/m/07pb8fc']",False
tTqy9SI9760, 520.000, 530.000,"['/m/09x0r', '/t/dd00126']",False
NnoIlShyuxQ, 340.000, 350.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
5kBS01kdzi8, 280.000, 290.000,"['/m/02fs_r', '/m/09x0r']",True
B_7YU0jACu4, 30.000, 40.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
hIL6TAz4xcA, 100.000, 110.000,"['/m/015lz1', '/m/04rlf']",True
97w2EWUQ9RY, 9.000, 19.000,"['/m/012f08', '/m/04gxbd', '/m/07yv9', '/m/0k4j']",True
Q7maWkUrYtA, 40.000, 50.000,"['/m/07rknqz', '/m/07yv9', '/m/0k4j', '/m/0ltv']",True
ozxsvtGvsC0, 20.000, 30.000,['/m/01y3hg'],False
umcnfA9veOw, 250.000, 260.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr']",True
oYWEB9JunBU, 130.000, 140.000,"['/m/015lz1', '/m/02hnl', '/m/04rlf', '/m/064t9']",True
fZm0jnpECaE, 290.000, 300.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
3le-x4olvw4, 30.000, 40.000,"['/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/t/dd00066']",True
P2l0lbn5TVg, 210.000, 220.000,['/m/04fq5q'],True
-tYZYnjQgQE, 5.000, 15.000,"['/m/02mk9', '/m/07pb8fc']",True
kLLHppU-H_Q, 10.000, 20.000,"['/m/01g50p', '/m/02mk9', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
gfQnUI-s6po, 20.000, 30.000,"['/m/012f08', '/m/02mk9', '/m/07q2z82', '/m/07yv9', '/m/0k4j']",True
rPcBRxCuCyc, 320.000, 330.000,['/m/02mfyn'],True
Thwztyowpq0, 20.000, 30.000,"['/m/04_sv', '/m/07yv9', '/m/09x0r']",True
QltJW6-eMqs, 20.000, 30.000,"['/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
L2SE-Ze7SLY, 380.000, 390.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
6PE3Viboc38, 140.000, 150.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
GG5XSsexHGk, 370.000, 380.000,"['/m/09x0r', '/m/0c3f7m']",True
O0fVWR7V-AU, 280.000, 290.000,"['/m/09x0r', '/m/0c3f7m']",True
A02FI-n7uDk, 10.000, 20.000,"['/m/012f08', '/m/07q2z82', '/m/07yv9', '/m/0h9mv', '/m/0k4j']",True
vvCNfC9NvOA, 30.000, 40.000,"['/m/07yv9', '/m/09x0r', '/m/0gvgw0']",True
bTvp-ilkht0, 10.000, 20.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9', '/t/dd00128']",True
W6A5ZUFHLys, 20.000, 30.000,"['/t/dd00067', '/t/dd00129']",True
AlXOyCAwCh4, 150.000, 160.000,['/m/015lz1'],False
TYFUd6bRqkg, 170.000, 180.000,"['/m/015lz1', '/m/04rlf']",True
hiI17UjeWkw, 0.000, 10.000,"['/m/0395lw', '/m/0gy1t2s']",True
gJW4gVf_IbM, 10.000, 20.000,"['/m/04_sv', '/m/07yv9', '/t/dd00066']",True
QGV4d0lWpVM, 10.000, 20.000,"['/m/04fq5q', '/m/04rlf', '/m/09x0r']",True
8IIRTM06-Ho, 2.000, 12.000,"['/m/07r04', '/m/07yv9', '/m/0gvgw0']",True
1sxdvU7LFvQ, 290.000, 300.000,"['/m/09x0r', '/m/0c3f7m']",True
MCmqIeCyquI, 10.000, 20.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
V0eZrXto4Cg, 30.000, 40.000,['/m/0btp2'],True
E5AEVmmcbtE, 0.000, 10.000,"['/m/04rlf', '/m/07qv_d5', '/m/07yv9', '/m/0912c9', '/m/09x0r']",True
WbC1LffixDA, 120.000, 130.000,"['/m/04_sv', '/m/04rlf', '/m/07yv9']",True
W11cJ9HZNaY, 30.000, 40.000,"['/m/012f08', '/m/07q2z82', '/m/07s34ls', '/m/07yv9', '/m/0k4j']",True
dI7sIHMUb8E, 0.000, 10.000,"['/m/0199g', '/m/03qtwd', '/m/04rlf', '/m/09x0r']",True
O9-jFwP_5Ks, 100.000, 110.000,"['/m/01m4t', '/m/04gxbd', '/t/dd00125']",True
Scs1VuweCCs, 150.000, 160.000,['/m/09x0r'],True
5OYAI-pXAMo, 140.000, 150.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
XhrQNQV4_G8, 170.000, 180.000,"['/m/0199g', '/m/07yv9', '/m/0btp2']",True
hMpHzVwGgCg, 130.000, 140.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
J9dT1_M_VLA, 10.000, 20.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
VkRVhcC8ySI, 70.000, 80.000,"['/m/07pp_mv', '/m/09x0r']",True
L0ctPzA63Hs, 26.000, 36.000,"['/m/030rvx', '/m/07yv9', '/m/09x0r']",True
hoM8tQ4e3l4, 6.000, 16.000,"['/m/0912c9', '/m/09x0r', '/t/dd00128']",True
z3xwJS2kRPA, 30.000, 40.000,"['/m/07yv9', '/m/0k4j', '/t/dd00128']",False
NlFU1AAFDSE, 10.000, 20.000,"['/m/07r04', '/m/07yv9']",True
EZNLpjdjVUk, 10.000, 20.000,['/m/06_fw'],True
H7-orYrKBeo, 70.000, 80.000,"['/m/01bjv', '/m/0463cq4', '/m/07yv9', '/m/09x0r']",True
MRZ8asi3YVU, 21.000, 31.000,"['/m/01jwx6', '/m/02mk9', '/m/07yv9', '/t/dd00067', '/t/dd00130']",True
s44P_ig-8dY, 580.000, 590.000,"['/m/030rvx', '/m/04rlf', '/t/dd00129']",True
F6B1ypA8DtE, 80.000, 90.000,"['/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0k4j']",True
2Jnv4ouZEEw, 10.000, 20.000,"['/m/02mk9', '/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00128']",True
qpwL14Qhlss, 460.000, 470.000,"['/m/01y3hg', '/m/04rlf', '/m/09x0r', '/t/dd00127']",True
h5heq2QPP0s, 130.000, 140.000,"['/m/03cl9h', '/m/04rlf', '/m/09x0r']",True
fA6hNrk2Uo8, 300.000, 310.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr']",True
UaVfHeH_gto, 10.000, 20.000,"['/m/06d_3', '/m/07jdr', '/m/07yv9']",True
Ua9asz-cQm4, 30.000, 40.000,['/m/09x0r'],False
_O5NaJziPSo, 490.000, 500.000,"['/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9', '/t/dd00128']",True
5QZ0NtdoKJ8, 200.000, 210.000,"['/m/02fs_r', '/m/07pp_mv', '/m/09x0r']",True
0v98GWA5k8A, 25.000, 35.000,"['/m/02mk9', '/m/07pb8fc']",True
G4ggGW_jsmI, 30.000, 40.000,"['/m/02l6bg', '/m/07yv9', '/m/09ct_', '/m/09x0r', '/t/dd00129']",True
sb9a9os60PE, 410.000, 420.000,"['/m/07yv9', '/m/09x0r', '/m/0k4j', '/m/0ltv']",True
8a0LuIsc6og, 10.000, 20.000,"['/m/0342h', '/m/04rlf', '/m/0b_fwt', '/m/0fx80y']",True
NT5-zNKYvdc, 280.000, 290.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/06hck5', '/m/06wzb', '/m/07jdr', '/m/07rjwbb', '/m/07rwm0c']",True
1GuiEP7jE6o, 30.000, 40.000,"['/m/030rvx', '/m/09x0r']",True
hxkTvw7l-6A, 190.000, 200.000,"['/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
OnImXzvrKMg, 150.000, 160.000,"['/m/07pp_mv', '/m/09x0r', '/m/0c3f7m']",True
f_jGUrXKP7Y, 0.000, 8.000,"['/m/012f08', '/m/07q2z82', '/m/07yv9', '/m/0k4j']",False
e9EUmQBO498, 0.000, 10.000,"['/m/012f08', '/m/07qv_d5', '/m/07r04', '/m/07yv9', '/m/0912c9']",True
HpAx--AHHf0, 6.000, 16.000,['/m/02mfyn'],False
6s7Re18_oQI, 50.000, 60.000,"['/m/02mk9', '/m/04_sv', '/m/07yv9']",True
wo9benCblH8, 160.000, 170.000,"['/m/09x0r', '/m/0ytgt', '/t/dd00129']",True
1RGWXdQBNKk, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
I5pX2EFs4zQ, 3.000, 13.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/0k4j']",True
2jXQJVSS3zU, 30.000, 40.000,['/m/09x0r'],True
5LbooTut8eI, 30.000, 40.000,"['/m/02fs_r', '/m/04rlf']",False
BwvL13IidBw, 10.000, 20.000,"['/m/0j6m2', '/t/dd00129']",True
-mY0WSqRCKM, 50.000, 60.000,"['/m/012f08', '/m/04_sv', '/m/07yv9']",True
pyM8ZMOu-lw, 30.000, 40.000,"['/m/04_sv', '/m/07yv9', '/m/09x0r']",True
_Yz4fhBcFWA, 290.000, 300.000,"['/m/03k3r', '/m/0ch8v', '/m/0h9mv', '/m/0jbk']",False
WQcS2qPupwQ, 60.000, 70.000,"['/m/012f08', '/m/04gxbd', '/m/07yv9', '/m/09x0r', '/m/0k4j']",True
pIv6hWSQV4k, 10.000, 20.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",False
NKvGn5Mp960, 20.000, 30.000,"['/m/07q2z82', '/m/07yv9', '/m/0k4j']",True
C7TihoHf_hM, 20.000, 30.000,"['/m/046dlr', '/m/07pp_mv']",True
4xG4Nlh9w20, 25.000, 35.000,"['/m/01bjv', '/m/07swgks', '/m/07yv9', '/m/09x0r']",False
0mjbJBnKHVg, 0.000, 9.000,"['/m/07yv9', '/m/09x0r', '/m/0k4j']",True
jnywu7CtHUs, 20.000, 30.000,"['/m/019jd', '/m/04rlf', '/m/07yv9', '/m/09x0r', '/t/dd00129']",True
WpaziTpqEW8, 10.000, 20.000,['/m/02mfyn'],True
Jt_E0OJzOoI, 0.000, 7.000,"['/m/0912c9', '/m/09x0r']",True
qh7p0J1ydww, 10.000, 20.000,['/m/0284vy3'],True
o-Iurd6rFuE, 480.000, 490.000,"['/m/012f08', '/m/01bjv', '/m/07yv9', '/t/dd00128']",True
jn_kAVOfukQ, 80.000, 90.000,"['/m/07yv9', '/m/0k4j', '/t/dd00129']",True
wF6Q4w31GpE, 20.000, 30.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
GeRgy4of730, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']",True
8Jlspspm5B0, 13.000, 23.000,"['/m/02rhddq', '/m/07r04']",True
zTUy1w-U9Lk, 570.000, 580.000,"['/m/0195fx', '/m/01g50p', '/m/07jdr', '/m/07yv9', '/m/09x0r']",True
bWFkAF52Jlo, 80.000, 90.000,"['/m/012f08', '/m/07r04', '/m/07yv9', '/m/09x0r']",True
jFRWtUzyMX4, 190.000, 200.000,['/m/06_fw'],True
x-rrn1-wZH4, 27.000, 37.000,"['/m/03kmc9', '/m/0dgbq']",True
ELhKbL1L3Bw, 170.000, 180.000,"['/m/04_sv', '/m/07qv_d5', '/m/07yv9', '/t/dd00128']",True
VOyRYISAGK8, 30.000, 40.000,['/m/02mfyn'],True
2ecDVIkze1o, 0.000, 10.000,"['/m/04_sv', '/m/07yv9']",True
4Y5bkGtsKhQ, 370.000, 380.000,"['/m/07pp_mv', '/m/09x0r', '/m/0c3f7m']",True
dFKHWnmAZMQ, 120.000, 130.000,['/m/015lz1'],False
_WZgZZIEagY, 190.000, 200.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
SyyUn1QLhVw, 100.000, 110.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
nvPZ-12Q5Eg, 20.000, 30.000,"['/m/015lz1', '/m/04rlf']",True
qe4D0XFXWZU, 60.000, 70.000,"['/m/015lz1', '/m/04rlf']",False
qK7nLYXvXGs, 100.000, 110.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
giv00r6mWOs, 40.000, 50.000,"['/m/04_sv', '/m/07yv9']",True
JurSJTMN8Ls, 0.000, 10.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
RohiGswV5E0, 30.000, 40.000,"['/m/01h82_', '/m/02mk9', '/m/04_sv', '/m/07pb8fc', '/m/07q2z82', '/m/07yv9']",True
Usv-pn_H6eY, 210.000, 220.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048']",True
-lGM2rKgabQ, 40.000, 50.000,"['/m/04_sv', '/m/07yv9']",False
0sV7gWad9jA, 30.000, 40.000,['/m/09x0r'],True
_vGSssYZg5w, 20.000, 30.000,"['/m/06_fw', '/m/09x0r']",True
K_sev04KfeU, 0.000, 10.000,"['/m/07r04', '/m/07yv9']",True
E7n4klULtxI, 530.000, 540.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",False
mcqYTfEHRoQ, 40.000, 50.000,"['/m/012f08', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
DlKTxOx07jA, 60.000, 70.000,"['/m/02rhddq', '/m/07yv9']",True
vfKsIb7xYSA, 0.000, 9.000,['/m/0gy1t2s'],True
WAd_EZIL7yU, 90.000, 100.000,"['/m/04rlf', '/m/07rknqz', '/m/07yv9', '/m/0k4j', '/m/0ltv']",True
gSYxf5jPKig, 20.000, 30.000,"['/m/02mk9', '/m/06d_3', '/m/07jdr', '/m/07yv9']",False
7L3FCtXi55w, 60.000, 70.000,['/t/dd00129'],True
Tj3Ip_NSWbE, 320.000, 330.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
VQ6Bn5n0ZzM, 20.000, 30.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
8RxzPPFOgJM, 30.000, 40.000,"['/m/02mk9', '/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066']",True
YdYBcb_-ihU, 19.000, 29.000,['/m/01y3hg'],True
KUkMpnO8-cM, 30.000, 40.000,"['/m/09x0r', '/m/0gvgw0']",True
AERuSJe-Ais, 11.000, 21.000,"['/m/04fq5q', '/m/09x0r']",True
CCNS3wtpEJA, 30.000, 40.000,['/t/dd00134'],True
le6lUw3CZ78, 30.000, 40.000,"['/m/07yv9', '/m/0h9mv', '/m/0k4j']",True
vrQ1Q8-rloM, 10.000, 20.000,"['/m/07qv_d5', '/m/07yv9', '/m/0btp2', '/m/0k4j']",True
-KmDAgYb0Uo, 100.000, 110.000,"['/m/04_sv', '/m/07yv9']",False
wNTVjT5YWSo, 240.000, 250.000,"['/m/07r04', '/m/07yv9', '/t/dd00129']",True
fO4N1cp3xW0, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']",True
fPJh23T8caw, 0.000, 10.000,['/m/04fq5q'],True
BEmsabGdm-E, 220.000, 230.000,"['/m/015lz1', '/m/028ght', '/m/0l14jd']",True
-4_8Y4WOu7E, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/09x0r']",True
xKyVcrVGhcU, 70.000, 80.000,"['/m/015lz1', '/m/04rlf', '/m/05w3f']",True
Iutgwla5a1s, 30.000, 40.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']",True
B0f3QYWaCJg, 8.000, 18.000,['/m/04fq5q'],True
vCnZxc2T7Zg, 100.000, 110.000,"['/m/04rlf', '/t/dd00128']",True
i1u_2eZYYlE, 0.000, 10.000,"['/m/07pb8fc', '/m/07r04', '/m/07yv9']",True
bD0M64ZEPIQ, 30.000, 40.000,"['/m/04rlf', '/m/07s72n']",True
69k_Nljn7Ks, 30.000, 40.000,"['/m/030rvx', '/m/0c3f7m', '/t/dd00125']",False
Agfebo0PdvY, 30.000, 40.000,"['/m/02qldy', '/m/05zppz', '/m/09x0r']",True
-nGBPqlRNg4, 30.000, 40.000,"['/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
g1x_fHcgd2s, 30.000, 40.000,"['/m/07yv9', '/m/0btp2', '/m/0k4j']",True
KHkDe0GS44w, 30.000, 40.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",False
5G06wGbemVM, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']",True
n4FhnJ2Rc3U, 80.000, 90.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv', '/t/dd00134']",True
LFzg9fDt__A, 30.000, 40.000,"['/m/012f08', '/m/07r04', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/t/dd00128']",True
_RNJk1HnuLk, 0.000, 10.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9']",True
XBAIH4p-S60, 25.000, 35.000,"['/m/0199g', '/m/07yv9']",True
lkacDO7pQb0, 70.000, 80.000,"['/m/07yv9', '/m/0btp2', '/t/dd00128']",True
3pMzBM3j9VA, 4.000, 14.000,"['/m/04rlf', '/m/09x0r']",True
dZCv62oebKY, 120.000, 130.000,['/m/0k4j'],False
o073v-XQIQE, 140.000, 150.000,"['/m/012f08', '/m/07yv9', '/m/0k4j']",False
3fJxf2rM990, 300.000, 310.000,"['/m/09x0r', '/m/0c3f7m']",False
7vrtKsdLv7U, 10.000, 20.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r']",True
kzDTOCw3pEM, 20.000, 30.000,"['/m/07yv9', '/m/0gvgw0']",True
GrVcqid0Yqg, 30.000, 40.000,"['/m/01y3hg', '/m/07pp_mv', '/m/0c3f7m']",False
yr3_bz5-Yu4, 21.000, 31.000,"['/m/07r04', '/m/07yv9']",True
hJPqus9STh8, 20.000, 30.000,"['/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r']",True
J3x8sNcsUiI, 0.000, 10.000,"['/m/06_fw', '/m/09x0r']",False
tTN6TZHZ5Gc, 30.000, 40.000,['/m/04rlf'],True
-75E9_DMskM, 160.000, 170.000,"['/m/04rlf', '/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']",True
DMbzktBKa78, 220.000, 230.000,"['/m/015lz1', '/m/04rlf', '/t/dd00126']",True
1kKB2fC7nIY, 10.000, 20.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",False
d7n_aDuVz28, 360.000, 370.000,"['/m/07pp_mv', '/m/09x0r']",True
O3cjLJQleWU, 50.000, 60.000,"['/m/07yv9', '/m/0k4j', '/t/dd00129']",True
qn0BYGTCx2U, 360.000, 370.000,"['/m/04_sv', '/m/07yv9']",True
crBUrrSolhg, 460.000, 470.000,"['/m/02fs_r', '/m/06bz3', '/m/09x0r']",True
saPU2JNoytU, 0.000, 10.000,"['/m/02rhddq', '/m/09x0r', '/m/0jbk']",False
D_Jc7vESq5g, 90.000, 100.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c', '/t/dd00048']",False
aL2jpZfUGF0, 0.000, 10.000,"['/m/04fq5q', '/m/04rlf', '/m/09x0r', '/t/dd00125']",True
_DvcpbeKH0c, 60.000, 70.000,['/m/04rlf'],True
IsxrOYmg_8Q, 10.000, 20.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/0k4j', '/m/0ltv']",True
lgJjgRtKNT4, 30.000, 40.000,"['/m/0199g', '/m/09x0r']",True
aA8iuqp8hOM, 30.000, 40.000,"['/m/01bjv', '/m/02mk9', '/m/07yv9', '/m/09x0r', '/t/dd00066']",False
0qCbtn--t6Q, 30.000, 40.000,['/t/dd00134'],False
gX9OuOKLLTQ, 70.000, 80.000,"['/m/01kcd', '/m/04fq5q', '/m/04szw', '/m/09x0r']",True
g6O67bSs7eg, 180.000, 190.000,"['/m/04rlf', '/m/09x0r', '/m/0c3f7m']",True
ump4_GS_Tms, 210.000, 220.000,"['/m/09x0r', '/t/dd00128', '/t/dd00129']",True
rR5DoxLMZWw, 80.000, 90.000,['/m/07pp_mv'],True
3Im6OaxSGHI, 70.000, 80.000,"['/m/07yv9', '/m/0gvgw0', '/m/0k4j', '/t/dd00128']",False
6YRjbEE1rR8, 60.000, 70.000,['/m/09x0r'],True
fowph6YC11o, 90.000, 100.000,"['/m/09x0r', '/t/dd00128']",True
KY6EA1dRWWY, 30.000, 40.000,['/t/dd00129'],True
Vge67eYk6Ew, 2.000, 12.000,"['/m/0395lw', '/m/0gy1t2s']",True
L_9U6xDeYcU, 20.000, 30.000,"['/m/04fq5q', '/m/05kq4', '/m/0912c9', '/m/09x0r', '/t/dd00129']",True
LkRcLeHyUEk, 0.000, 10.000,"['/m/012f08', '/m/07yv9', '/t/dd00128']",True
94Soz2dcwt0, 30.000, 40.000,"['/m/02mfyn', '/m/09x0r']",True
9BzZvj5W09s, 60.000, 70.000,"['/m/04gxbd', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00128']",True
2lfSwHKEYrA, 30.000, 40.000,"['/m/02mk9', '/m/07pb8fc', '/m/07yv9', '/m/0k4j', '/t/dd00066']",True
sGn-jYv-0Kw, 10.000, 20.000,"['/m/07yv9', '/m/0btp2']",False
ClaW4rHT6t0, 0.000, 9.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr']",True
Qkcm4R7zBLo, 0.000, 10.000,['/m/06_fw'],False
NkXork7gui8, 60.000, 70.000,['/m/07pp_mv'],True
wQFkgHNA4CU, 150.000, 160.000,"['/m/012f08', '/m/02mk9', '/m/07yv9', '/m/0k4j']",True
9Xx1y4McwUs, 440.000, 450.000,"['/m/04zmvq', '/m/07jdr', '/m/07yv9', '/t/dd00129']",False
2Lz2m1gJNZ8, 160.000, 170.000,"['/m/02fs_r', '/m/09x0r']",False
zr1aII6jfmk, 180.000, 190.000,"['/m/01bjv', '/m/02rhddq', '/m/07yv9', '/t/dd00128']",True
Cl7bClHYhe8, 20.000, 30.000,"['/m/04_sv', '/m/07pb8fc', '/m/07yv9']",True
FOtEs_aHCmI, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']",True
JB4SRc6_Fo4, 20.000, 30.000,"['/m/01g50p', '/m/0284vy3', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00129']",True
J75-2qMlr2k, 30.000, 40.000,"['/m/015lz1', '/m/04rlf', '/m/0g293']",False
9uXzqOyDjGE, 400.000, 410.000,"['/m/04gxbd', '/m/09x0r']",True
Cp4QRmc8EFs, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']",True
1crS1ft_8Bs, 530.000, 540.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']",True
4W2fpblFdnM, 30.000, 40.000,"['/m/02mk9', '/m/07q2z82', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00066']",True
Bh-1ajFQr6g, 120.000, 130.000,"['/m/012f08', '/m/07rknqz', '/m/07yv9', '/m/0k4j', '/m/0ltv']",True
7NJ5TbNEIvA, 250.000, 260.000,['/m/02mfyn'],True
-60hVz_H3Ck, 30.000, 40.000,['/t/dd00129'],True
bSmVkPd3N3o, 20.000, 30.000,"['/m/07pp_mv', '/m/0c3f7m']",False
NY8BnXGaB6E, 20.000, 30.000,['/m/07pp_mv'],True
ZG-u1zmrwnI, 200.000, 210.000,['/m/0gy1t2s'],True
tA69-5xHs7Y, 0.000, 10.000,"['/m/0199g', '/m/07yv9']",True
wNHKEj-sKFI, 70.000, 80.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",True
K6XT4HeZQuw, 30.000, 40.000,"['/m/01y3hg', '/m/0c3f7m']",True
8RG-rs2xFXg, 30.000, 40.000,['/m/04rlf'],True
BX87M2Ta4wU, 180.000, 190.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",False
Ag23pSkity8, 50.000, 60.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
PFDMzixgKeE, 110.000, 120.000,['/m/07pp_mv'],True
UzojJ6OgT1Q, 30.000, 40.000,['/m/04gxbd'],False
sT9R34SRvGQ, 180.000, 190.000,"['/m/02fs_r', '/m/04rlf', '/m/0c1dj']",True
rl8TU9-jJvM, 40.000, 50.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",True
sXBd7Z2KWDY, 120.000, 130.000,"['/m/012f08', '/m/07r04', '/m/07yv9', '/m/0btp2']",True
iKD1WJ47jd4, 30.000, 40.000,['/m/02mfyn'],True
qpM_4g7gGcA, 30.000, 40.000,"['/m/030rvx', '/m/07pzfmf']",True
DJFjeS7l8GY, 40.000, 50.000,"['/m/03kmc9', '/m/0dgbq']",True
sBHtYqJ0ArE, 10.000, 20.000,"['/m/012f08', '/m/07yv9', '/m/0912c9', '/m/0h9mv']",True
ya2TiboIG5o, 30.000, 40.000,"['/m/0199g', '/m/04rlf', '/m/07yv9']",True
loeiL7cccwM, 0.000, 10.000,"['/m/07pp_mv', '/m/07yv9', '/m/0k4j']",True
V9Z5f7xIYXg, 160.000, 170.000,"['/m/015lz1', '/m/04rlf']",True
2gGjKifCCxw, 30.000, 40.000,"['/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/m/07yv9', '/t/dd00066']",True
BDZA0jNtJCE, 13.000, 23.000,"['/m/04rlf', '/m/06_fw']",True
_gPFZEu2J_k, 21.000, 31.000,"['/m/04rlf', '/m/09x0r']",True
Qn3Hxg8hNtg, 30.000, 40.000,"['/m/015lz1', '/m/04rlf']",True
M_H8gxza-4s, 0.000, 8.000,['/m/02fs_r'],True
CUupaCypgdk, 50.000, 60.000,"['/m/012f08', '/m/07yv9', '/m/0912c9']",True
YjuJtJYmjDc, 20.000, 30.000,"['/m/09x0r', '/t/dd00128']",True
wChy8_mz9Aw, 130.000, 140.000,"['/m/07qv_d5', '/m/07yv9', '/m/09x0r', '/m/0btp2', '/m/0k4j', '/t/dd00128']",True
0WjxW_YZKho, 0.000, 10.000,"['/m/04rlf', '/m/07qyrcz', '/m/09x0r']",True
fse7DbNmyNs, 410.000, 420.000,['/m/03cl9h'],True
oDgxIGQskYY, 0.000, 10.000,"['/m/07yv9', '/m/0ltv']",True
sF0EhQKfzUE, 30.000, 40.000,['/m/04fq5q'],True
3Rp7xAqZd1g, 19.000, 29.000,"['/m/07yv9', '/m/09x0r', '/m/0gvgw0']",True
