yt_id,start_seconds,end_seconds,positive_labels
p9HKm2NXVeY, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/m/09x0r']"
ikOQDRdb2DY, 330.000, 340.000,"['/m/012f08', '/m/01bjv', '/m/04gxbd', '/m/07yv9']"
3C9e_UT9ASs, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']"
3n7xVwjWWD0, 120.000, 130.000,"['/m/07q2z82', '/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00134']"
1cNdgxR-OHc, 10.000, 20.000,"['/m/07r04', '/m/07yv9', '/m/0k4j', '/t/dd00129']"
iajn01JQkmk, 10.000, 20.000,"['/m/09x0r', '/m/0h9mv', '/m/0k4j', '/m/0ltv']"
MrUCS2D63jA, 30.000, 40.000,['/m/02mfyn']
jcFXu2kfvIg, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
6U48mNuofgQ, 360.000, 370.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
fCSdVnS-88M, 320.000, 330.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c', '/t/dd00048']"
s72fumgMObM, 440.000, 450.000,"['/m/09x0r', '/t/dd00125']"
aOffLs5adno, 0.000, 10.000,"['/m/07rknqz', '/m/07yv9', '/m/0k4j', '/m/0ltv']"
C6svmQwOq5g, 80.000, 90.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
Wtwd67sx_xY, 160.000, 170.000,"['/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']"
w9KtM7ADTPM, 30.000, 40.000,"['/m/0395lw', '/m/04rlf', '/m/0gy1t2s']"
7KZrexktTdo, 160.000, 170.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r']"
jPE5VtcV-hA, 60.000, 70.000,"['/m/012f08', '/m/01h82_', '/m/01jwx6', '/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/m/07yv9']"
mGuaPjXRwso, 190.000, 200.000,"['/m/015lz1', '/m/04rlf']"
PWYfc2-cPAs, 130.000, 140.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']"
S6LlhmVER_o, 60.000, 70.000,"['/m/01g50p', '/m/0284vy3', '/m/04zmvq', '/m/06d_3', '/m/06hck5', '/m/06wzb', '/m/07jdr', '/m/07rjwbb']"
noAuhAkldho, 10.000, 20.000,"['/m/012f08', '/m/07qv_d5', '/m/07yv9', '/m/0912c9', '/m/0k4j']"
k5c_pkt45Fk, 50.000, 60.000,['/m/0c3f7m']
CLtfzHi471E, 30.000, 40.000,"['/m/02mk9', '/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066']"
iX34nDCq9NU, 10.000, 20.000,['/m/02mfyn']
78hdsP0edMg, 30.000, 40.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
uRoww4sNPuI, 30.000, 40.000,['/m/09x0r']
3VjxkdTwZvY, 6.000, 16.000,"['/m/07r04', '/m/07yv9']"
2tiWfh4z1x0, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/0k4j', '/t/dd00134']"
opI9B_EkDgs, 30.000, 40.000,"['/m/01g50p', '/m/07yv9', '/t/dd00128']"
-n7j3BXbyX4, 40.000, 50.000,"['/m/04rlf', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r']"
1RnjIaZkdjk, 10.000, 20.000,"['/m/012f08', '/m/07yv9']"
ctaPi_F6Ays, 30.000, 40.000,"['/m/01y3hg', '/m/09x0r']"
74rt1vGl1Ds, 30.000, 40.000,"['/m/04rlf', '/m/07r04', '/m/07yv9', '/m/09x0r']"
1Q7g_hwCFj0, 0.000, 10.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
BE8Zu24qnAA, 38.000, 48.000,['/m/02fs_r']
w04LB-d25Og, 20.000, 30.000,['/m/06_fw']
7d77tNCkN4g, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
nAukUrY-EKI, 390.000, 400.000,"['/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']"
Mz3cEIwW9LQ, 410.000, 420.000,"['/m/02lkt', '/m/04rlf', '/m/07gxw']"
amR8_q0cRyI, 30.000, 40.000,"['/m/01bjv', '/m/07yv9']"
tLC10bhq5AQ, 110.000, 120.000,"['/m/03cl9h', '/m/09x0r']"
8pAigLVDuns, 20.000, 30.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/t/dd00048']"
WbZecGGF_f8, 70.000, 80.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
1MuceU2Rw3w, 30.000, 40.000,"['/m/06_fw', '/m/09x0r']"
Y1bM5gV9uWA, 400.000, 410.000,['/m/09x0r']
UBzhfmZOTUc, 30.000, 40.000,"['/m/04rlf', '/m/07qv_d5', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
0Cy99mOL9Ao, 30.000, 40.000,"['/m/07yv9', '/m/0k4j', '/t/dd00134']"
2DqRTDU_i1s, 30.000, 40.000,"['/m/07jdr', '/m/07yv9', '/t/dd00128']"
XRJ_X2uYio4, 30.000, 40.000,"['/m/03qtwd', '/m/04rlf', '/t/dd00128']"
NFrLF-0ZEQw, 0.000, 10.000,['/m/02fs_r']
oIQqhb6BmMo, 60.000, 70.000,"['/m/04gxbd', '/m/09x0r']"
cd8opy08Ky4, 20.000, 30.000,"['/m/0199g', '/m/07yv9', '/m/09x0r', '/t/dd00128']"
RGi_YU7Ry_c, 80.000, 90.000,"['/m/07yv9', '/m/0h9mv']"
nl3hK34QSzk, 30.000, 40.000,"['/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r']"
4n3pJPNfhUc, 30.000, 40.000,"['/m/07q2z82', '/m/07yv9', '/m/0k4j']"
NXJ6dfQ9WhY, 30.000, 40.000,"['/m/04rlf', '/m/09x0r', '/m/0gy1t2s']"
zlhaxcP3vyI, 60.000, 70.000,"['/m/0199g', '/m/0h9mv']"
-E9o4ywIoj8, 10.000, 20.000,['/m/0c3f7m']
NDG4ggKcR08, 10.000, 20.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00129']"
d2cOhEpz_mo, 480.000, 490.000,"['/m/04rlf', '/m/07qv_d5', '/m/09x0r', '/t/dd00128']"
BRk0uSa7LW8, 25.000, 35.000,"['/m/01g50p', '/m/07jdr', '/m/07yv9', '/t/dd00128']"
w-0igZRtaCs, 0.000, 10.000,['/m/02mfyn']
urdw6-QcYPY, 260.000, 270.000,"['/m/015lz1', '/m/026t6', '/m/04rlf', '/m/09x0r', '/m/0l14md', '/t/dd00126']"
m3cznt00rjA, 30.000, 40.000,['/m/0284vy3']
IXRlxxzje9Q, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']"
SXFMAPPaAbA, 30.000, 40.000,"['/m/07pp_mv', '/m/0c3f7m']"
L0AZR7I3uWM, 10.000, 20.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9']"
p9JsqXzunkA, 15.000, 25.000,"['/m/09x0r', '/t/dd00129']"
RBm9MLw5zK4, 40.000, 50.000,"['/m/07rknqz', '/m/07yv9', '/m/0h9mv', '/m/0ltv']"
7wtI0hJbaLM, 10.000, 20.000,"['/m/06d_3', '/m/07jdr', '/m/09x0r', '/m/0ytgt', '/t/dd00129']"
eoSDt4E5wLU, 40.000, 50.000,"['/m/0h9mv', '/m/0k4j']"
nWZnaRsLDgc, 20.000, 30.000,"['/m/04rlf', '/m/07qv_d5', '/m/07yv9', '/t/dd00128']"
K8glDhNlMYQ, 30.000, 40.000,"['/m/01y3hg', '/m/0dgbq']"
JhNDej_J3NM, 5.000, 15.000,['/m/030rvx']
8D-m9IN7mJI, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/0k4j']"
7ogOF9s7zo8, 20.000, 30.000,['/m/07pp_mv']
vkjxShmZmRI, 80.000, 90.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
41yQCapSJ_U, 110.000, 120.000,"['/m/07qv_d5', '/m/07yv9', '/m/0912c9', '/m/09x0r', '/m/0k4j']"
ieJwUEIwMyw, 0.000, 10.000,['/m/04gxbd']
KzZqOoPuOws, 18.000, 28.000,['/m/04gxbd']
9xakmRpyTwI, 230.000, 240.000,['/m/07pp_mv']
8DXdIok5IZA, 30.000, 40.000,"['/m/03kmc9', '/m/07yv9', '/m/0dgbq']"
VjmqyBKshkg, 470.000, 480.000,"['/m/02fs_r', '/m/09x0r']"
cBKNGWTbCbM, 30.000, 40.000,"['/m/0395lw', '/m/04rlf', '/m/09x0r', '/m/0gy1t2s']"
goLf3zoNFEM, 0.000, 10.000,"['/m/04rlf', '/m/0gy1t2s']"
fsiM_9kBDyI, 230.000, 240.000,"['/m/03cl9h', '/m/09x0r']"
WBblqoVKO4w, 29.000, 39.000,['/m/02fs_r']
wj7JqCfGyhI, 70.000, 80.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048']"
easvjHQQd1Q, 2.000, 12.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
8H6B5aigOTo, 16.000, 26.000,"['/m/04_sv', '/m/07rknqz', '/m/07yv9', '/t/dd00134']"
CeL-JaVMbZ0, 60.000, 70.000,['/m/06_fw']
Jm_8KrOueIU, 380.000, 390.000,['/m/0284vy3']
yXAsmx_yNFA, 320.000, 330.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
aOFZG4JnDtA, 0.000, 10.000,"['/m/012f08', '/m/04rlf', '/m/07qv_d5', '/m/07yv9', '/m/0912c9', '/m/0k4j']"
JX65yCwpTNo, 40.000, 50.000,"['/m/0284vy3', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
P3dF6zXR1Ts, 0.000, 10.000,"['/m/07yv9', '/m/0k4j', '/t/dd00126']"
WLzXBOxqA8M, 30.000, 40.000,['/m/0gvgw0']
5qwcsHo8bPs, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/0gvgw0']"
9k9JzvwQAGM, 30.000, 40.000,"['/m/04rlf', '/m/07r04', '/m/07yv9']"
kf_gLUpi4bc, 200.000, 210.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
WOemJObAlLs, 80.000, 90.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
2UndbWXd_rQ, 23.000, 33.000,"['/m/07yv9', '/m/0gvgw0']"
ZA7S9Ty_BAg, 10.000, 20.000,"['/m/012f08', '/m/07pb8fc', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00067']"
AYfl-pESfzs, 70.000, 80.000,"['/m/030rvx', '/m/09x0r']"
hmcRrJz1eOk, 30.000, 40.000,"['/m/09x0r', '/t/dd00048']"
_8TLM_O9cVA, 0.000, 10.000,"['/m/07qv_d5', '/m/07yv9', '/m/0912c9', '/m/0k4j']"
BBKRJy2pDtc, 90.000, 100.000,"['/m/04_sv', '/m/07yv9', '/m/09x0r']"
tRVY35ReemM, 30.000, 40.000,['/m/09x0r']
Ii1GCOP6bJA, 0.000, 10.000,"['/m/012f08', '/m/07yv9', '/m/0k4j', '/m/0ltv']"
0zZ8oYwjVAo, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
9vaPgmB2cwY, 0.000, 10.000,['/m/01y3hg']
kjCaLnV5FcM, 250.000, 260.000,['/m/0c3f7m']
-eQP78Mip_g, 200.000, 210.000,"['/m/07qv_d5', '/m/0912c9', '/m/09x0r']"
qqFjOFqEr9o, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
glrHPrlpydo, 20.000, 30.000,"['/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048', '/t/dd00128']"
6_lVGJDr8bE, 23.000, 33.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
XqlwkKFnnoo, 0.000, 10.000,['/m/02mfyn']
AehaSef6Qmo, 10.000, 20.000,"['/m/012f08', '/m/01bjv', '/m/07yv9', '/m/0k4j']"
Gb6V_Zu3el8, 80.000, 90.000,"['/m/07yv9', '/m/0btp2']"
BIfTC33KonY, 30.000, 40.000,"['/m/015p6', '/m/0h0rv', '/t/dd00129']"
tzjiHO53Osk, 210.000, 220.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr']"
L5R1StuBMCE, 30.000, 40.000,"['/m/07qv_d5', '/m/09x0r']"
eqxr6uhK_ZI, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']"
zXnrJCzSVuA, 60.000, 70.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00048', '/t/dd00128']"
MjmFhrz1klo, 10.000, 20.000,['/m/0199g']
cwkzd9snUNQ, 300.000, 310.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
50L7QB3G-QE, 12.000, 22.000,"['/m/07r04', '/m/07yv9', '/m/09x0r', '/m/0gvgw0']"
Q02Hrzgysb8, 370.000, 380.000,"['/m/07rknqz', '/m/07yv9', '/m/0k4j', '/m/0ltv']"
grygJyKvYgs, 30.000, 40.000,"['/m/018w8', '/m/030rvx', '/m/04rlf', '/m/09x0r']"
YFG-stBRqvg, 20.000, 30.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']"
M-WbEEKI7cY, 5.000, 15.000,"['/m/01y3hg', '/m/09x0r']"
zUhWbTiHAd0, 70.000, 80.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
JuOq6iEvsV4, 0.000, 10.000,"['/m/04rlf', '/m/07qv_d5']"
TCGA3XW6_jA, 70.000, 80.000,['/m/04fq5q']
F4dTrlQgHKc, 0.000, 5.000,"['/m/07qv_d5', '/m/0912c9']"
FNeWlRbJmwk, 30.000, 40.000,"['/m/09x0r', '/m/0jbk']"
jZxusrD28rM, 30.000, 40.000,['/t/dd00134']
UAav98pZF6Q, 15.000, 25.000,['/m/02mfyn']
UC7I-baXTIo, 250.000, 260.000,"['/m/07pp_mv', '/m/0c3f7m']"
NpZ6Af6tglw, 30.000, 40.000,"['/m/07qv_d5', '/m/07yv9']"
ZkwvcdCcV2o, 3.000, 13.000,['/m/0912c9']
0O-gZoirpRA, 30.000, 40.000,"['/m/02rhddq', '/m/0k4j']"
Zl3BgYHScJ4, 520.000, 530.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/t/dd00129']"
2sbW6BFNCyQ, 540.000, 550.000,"['/m/07r04', '/m/09x0r', '/t/dd00128']"
7qicY9TPo_M, 10.000, 20.000,"['/m/01y3hg', '/m/0c3f7m']"
MMbAOvLFRVM, 130.000, 140.000,"['/m/03cl9h', '/m/09x0r']"
JD8ZE1DVpaM, 20.000, 30.000,"['/m/06d_3', '/m/07jdr', '/m/07yv9']"
hnEvQDd8z7o, 10.000, 20.000,"['/m/02mk9', '/m/04_sv', '/m/07pb8fc', '/m/07yv9', '/m/09x0r']"
hQIu0GkaFZM, 30.000, 40.000,"['/m/01g50p', '/m/0284vy3', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
zRNizxJeF9M, 10.000, 20.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
wCw-uBS9Hjg, 22.000, 32.000,"['/m/07jdr', '/m/07yv9', '/t/dd00128']"
JU7PS1d2Kic, 4.000, 14.000,['/m/0c3f7m']
EFUg7ej7Gtw, 40.000, 50.000,['/m/02mfyn']
Zzw0lXa0KoA, 170.000, 180.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/t/dd00048']"
0VnoYVqd-yo, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9', '/m/09x0r']"
tqy-QLm-3Wo, 19.000, 29.000,['/m/02mfyn']
yiPkHTXshGg, 0.000, 10.000,"['/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066', '/t/dd00134']"
jnOno2JnCzg, 30.000, 40.000,"['/m/04fq5q', '/m/04rlf']"
KGXwmVakzjQ, 340.000, 350.000,"['/m/04rlf', '/m/06_fw', '/m/09x0r', '/t/dd00128']"
WcrJZq-4aOo, 0.000, 10.000,"['/m/0199g', '/m/07yv9', '/m/0912c9', '/t/dd00129']"
QD-YW-CSJi8, 30.000, 40.000,"['/m/0199g', '/m/07yv9', '/m/09x0r']"
zPeboCaLfao, 10.000, 20.000,"['/m/012f08', '/m/04_sv', '/m/07yv9']"
WFeUnuI8goY, 30.000, 40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']"
cERFUmgIQS0, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
cZ7nq1QdKAQ, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
LqN00cxxOqQ, 30.000, 40.000,"['/m/09x0r', '/t/dd00129']"
jxHByPLNEcU, 11.000, 21.000,"['/m/0199g', '/m/07yv9', '/m/09x0r']"
Y1zPTJ_RGB0, 0.000, 10.000,['/m/02fs_r']
O4uSNaYADQ8, 100.000, 110.000,"['/m/015lz1', '/m/04rlf', '/m/09x0r', '/t/dd00126']"
ZcTI8fQgEZE, 240.000, 250.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
YmsNoKDfWUE, 120.000, 130.000,"['/m/01y3hg', '/m/07pp_mv', '/m/09x0r']"
PQMwAnCaGiE, 40.000, 50.000,['/m/01y3hg']
JRO-Kfamaww, 10.000, 20.000,['/m/02mfyn']
BXfHdI3om0E, 30.000, 40.000,"['/m/06_fw', '/m/09x0r', '/t/dd00128']"
Gpwuzae_gyo, 250.000, 260.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
funydo99Q5Y, 200.000, 210.000,"['/m/07yv9', '/m/0ltv']"
RaVT0AbUCDk, 30.000, 40.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
kP5tBLiNRmQ, 20.000, 30.000,"['/m/03cl9h', '/m/04rlf', '/m/09x0r']"
vcw5rdQVvGk, 30.000, 40.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
xhh7z146VEo, 30.000, 40.000,"['/m/07jdr', '/m/07yv9', '/m/0912c9', '/t/dd00129']"
i61b3nKAvL4, 6.000, 16.000,"['/m/028v0c', '/m/07yv9', '/t/dd00128']"
IPZc3vHtDhA, 190.000, 200.000,"['/m/07rknqz', '/m/07yv9', '/m/0ltv']"
cYUr6rikGVs, 0.000, 10.000,"['/m/0h0rv', '/m/0jbk', '/t/dd00129']"
4uVeFs-4i1w, 160.000, 170.000,"['/m/07qv_d5', '/m/07r04', '/m/07yv9', '/t/dd00129']"
tJiOPHno61A, 20.000, 30.000,"['/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/m/0ltv']"
YwoHatsXi9Y, 130.000, 140.000,"['/m/014yck', '/m/02mk9', '/m/07yv9', '/m/0cmf2', '/m/0k5j']"
7TiBCg-zOJY, 30.000, 40.000,"['/m/0912c9', '/m/09x0r']"
T0ctp-zow2o, 60.000, 70.000,"['/m/07rknqz', '/m/07yv9', '/m/0ltv']"
f9FL5Df_6-4, 200.000, 210.000,"['/m/015lz1', '/m/01s0ps', '/m/0342h', '/m/042v_gx', '/m/04rlf']"
23lKOLDIOXE, 30.000, 40.000,"['/m/012f08', '/m/04rlf', '/m/07rknqz', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
0Nkp6zb82xY, 30.000, 40.000,"['/m/012f08', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']"
tqbAJqJTRE4, 20.000, 30.000,"['/m/0199g', '/m/07yv9', '/m/09x0r']"
vGPtSjlT7X4, 30.000, 40.000,['/m/04_sv']
6PRnuwRsMG0, 170.000, 180.000,"['/m/015lz1', '/m/04rlf', '/t/dd00006']"
BFCjepV6q5Q, 1.000, 11.000,"['/m/01hsr_', '/m/04rlf', '/m/09x0r']"
0uOEiO3ck28, 30.000, 40.000,"['/m/07r04', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
9w8SCvqEJNA, 520.000, 530.000,"['/m/0195fx', '/m/07jdr', '/m/07yv9', '/t/dd00048', '/t/dd00128']"
cV6fzQQc7UA, 10.000, 20.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']"
6RWe0ow6fX4, 30.000, 40.000,['/m/04zmvq']
yjWp8kJrzHE, 180.000, 190.000,['/m/02mfyn']
2ZLrrYKfcyg, 50.000, 60.000,"['/m/06_fw', '/m/09x0r']"
2FLANWI3go8, 70.000, 80.000,"['/m/04_sv', '/m/07qn4z3', '/m/07yv9']"
iG5EmL0_qTM, 20.000, 30.000,"['/m/012f08', '/m/07r04', '/m/07yv9', '/m/09x0r', '/t/dd00128']"
YMuSaY_7Ro0, 240.000, 250.000,"['/m/012f08', '/m/07yv9', '/m/0h9mv', '/m/0k4j', '/m/0ltv']"
9GN-n9MM1D0, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
VUIQZEC_VFo, 30.000, 40.000,"['/m/04fq5q', '/m/05x_td', '/m/07yv9']"
U-zn6kLJ51w, 170.000, 180.000,['/m/04gxbd']
7O6iSwQwxho, 30.000, 40.000,"['/m/07r04', '/m/07yv9']"
7eYzzqFHGQw, 100.000, 110.000,"['/m/04gxbd', '/m/09x0r']"
O9-jFwP_5Ks, 100.000, 110.000,"['/m/01m4t', '/m/04gxbd', '/t/dd00125']"
LRVjbsPWsdg, 40.000, 50.000,"['/m/015lz1', '/m/04rlf']"
9JxgmKl8kSI, 90.000, 100.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr']"
7sND7MGNLzg, 30.000, 40.000,"['/m/0199g', '/m/07phhsh']"
bWB29tUWluI, 30.000, 40.000,"['/m/07yv9', '/m/09x0r', '/m/0gvgw0']"
B5FTbaAUAac, 300.000, 310.000,"['/m/07q2z82', '/m/07rknqz', '/m/0h9mv', '/m/0ltv']"
uwPeQy7ZtGo, 30.000, 40.000,"['/m/03cl9h', '/m/04rlf']"
v5IoquwjX3w, 80.000, 90.000,"['/m/04gxbd', '/m/09x0r']"
9ZUzftiN2uw, 10.000, 20.000,"['/m/046dlr', '/m/04rlf', '/m/05rwpb', '/m/06by7', '/m/07pp_mv']"
NfS_FwXrEgU, 30.000, 40.000,"['/m/016cjb', '/m/04rlf']"
mdAoq2NoL1U, 110.000, 120.000,"['/m/07yv9', '/m/0btp2', '/m/0k4j']"
AVGIBJXob_s, 30.000, 40.000,"['/m/04rlf', '/m/07s72n']"
D_RbAUbx4jk, 10.000, 20.000,"['/m/01g50p', '/m/04zmvq', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']"
1dOlHGVKLQw, 20.000, 30.000,"['/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00134']"
QOYaDgSUzmY, 0.000, 10.000,"['/m/04rlf', '/m/09x0r']"
I9z2dsm2-2A, 30.000, 40.000,"['/m/01bjv', '/m/07yv9']"
1hQLr88iCvg, 30.000, 40.000,"['/m/0284vy3', '/m/07jdr']"
JkUxrhrattc, 1.000, 11.000,['/m/02fs_r']
lO-v33LRNSE, 30.000, 40.000,['/m/030rvx']
-C_PBdER0yk, 420.000, 430.000,"['/m/0912c9', '/m/09x0r']"
Kc2-IHeqq0o, 30.000, 40.000,"['/m/03kmc9', '/m/0dgbq']"
AF0JIifbQcc, 30.000, 40.000,"['/m/06d_3', '/m/07jdr', '/m/07yv9']"
DfrrYMBE5Ko, 0.000, 10.000,"['/m/03cl9h', '/m/07yv9']"
4vduPC0X8eo, 270.000, 280.000,"['/m/0195fx', '/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9']"
7hveqzVRMZE, 12.000, 22.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
jGN_TN26nKw, 10.000, 20.000,"['/m/04_sv', '/m/04rlf', '/m/07yv9']"
d-zXmU_kY58, 90.000, 100.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3']"
PH5PkEGlG1A, 190.000, 200.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07yv9', '/m/09x0r', '/t/dd00048']"
_XA-NknXjCI, 10.000, 20.000,"['/m/019jd', '/m/05kq4', '/m/07yv9', '/t/dd00129']"
Ol02XlMZBPM, 170.000, 180.000,"['/m/04rlf', '/m/09x0r', '/t/dd00129']"
8Jlspspm5B0, 13.000, 23.000,"['/m/02rhddq', '/m/07r04']"
3Y3FQpM9RxU, 30.000, 40.000,"['/m/02rhddq', '/m/07r04', '/m/07yv9']"
tbNolfdDBn8, 20.000, 30.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']"
czTGlv2Vwh0, 30.000, 40.000,"['/m/04rlf', '/m/09x0r']"
bFSHkWRvS7M, 410.000, 420.000,"['/m/06d_3', '/m/07jdr', '/m/07qv_d5', '/m/07yv9', '/m/0912c9']"
DQZCbqYUtZw, 0.000, 7.000,"['/m/07pp8cl', '/m/0gy1t2s']"
n7KRN_qCAzE, 50.000, 60.000,"['/m/01kcd', '/m/04fq5q', '/m/04rlf', '/m/04szw', '/m/07c6l', '/m/07gql']"
1BwO2S8XiOk, 60.000, 70.000,"['/m/04_sv', '/m/07yv9', '/t/dd00125']"
huINYisCfkQ, 1.000, 11.000,['/m/04fq5q']
DTkKGYCRMlc, 80.000, 90.000,"['/m/01kcd', '/m/04fq5q', '/m/04rlf', '/m/04szw', '/m/05pd6', '/m/07gql', '/m/0ggq0m']"
FkEZ2UdsIaY, 30.000, 40.000,"['/m/09x0r', '/t/dd00128']"
zw585pxpaJ4, 30.000, 40.000,"['/m/07q2z82', '/m/07yv9', '/m/09x0r', '/m/0k4j']"
fn4kI8RiCFU, 40.000, 50.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']"
29xb94NXaj4, 170.000, 180.000,"['/m/01g50p', '/m/04rlf', '/m/09x0r']"
AJ2s-xJnnbY, 190.000, 200.000,"['/m/01bjv', '/m/07yv9', '/m/09x0r']"
9kfbUp1XYbc, 30.000, 40.000,"['/m/06_fw', '/t/dd00128']"
-esP4loyvjM, 60.000, 70.000,['/m/06_fw']
zrp4_MwYsCM, 50.000, 60.000,"['/m/046dlr', '/m/07pp_mv']"
GZZvpOqiiiU, 40.000, 50.000,"['/m/012f08', '/m/07r04', '/m/07yv9']"
2MK_wQr3Msw, 140.000, 150.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv']"
dfXli6nxsfA, 140.000, 150.000,"['/m/01m4t', '/m/04gxbd']"
gWfl7TAKOyQ, 0.000, 10.000,['/m/02mfyn']
w-5nHvqT2_U, 20.000, 30.000,"['/m/02rhddq', '/t/dd00129']"
oJ9ZeNcMXVE, 30.000, 40.000,"['/m/015p6', '/m/0h0rv', '/t/dd00128']"
Bva-C8yB_8Q, 5.000, 15.000,"['/m/012f08', '/m/07yv9', '/m/0k4j', '/t/dd00134']"
aFhgwfiN_Rs, 20.000, 30.000,"['/m/012f08', '/m/01bjv', '/m/07yv9']"
GrqYLG3OC3Q, 130.000, 140.000,"['/m/07yv9', '/m/0ltv']"
vcdD3JZ-NP0, 0.000, 10.000,['/m/02mfyn']
IzZyMnmYf1o, 30.000, 40.000,['/m/04rlf']
